Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD)
2016-02-20,437.164001,421.601013,441.984009,421.601013
2016-02-21,438.798004,437.77301,448.04599,429.076996
2016-02-22,437.747986,438.989014,439.045013,432.916992
2016-02-23,420.735992,438.255005,439.858002,417.821014
2016-02-24,424.954987,420.955994,425.549988,413.907013
2016-02-25,424.544006,425.036987,427.718994,420.415009
2016-02-26,432.152008,424.628998,432.152008,421.619995
2016-02-27,432.519012,432.838989,434.230988,428.102997
2016-02-28,433.503998,432.571014,435.683014,423.820007
2016-02-29,437.696991,433.437988,441.506989,431.692993
2016-03-01,435.122986,437.916992,439.653015,432.319
2016-03-02,423.989014,435.131012,435.916992,423.989014
2016-03-03,421.651001,423.911987,425.372986,419.411011
2016-03-04,410.938995,421.835999,425.178009,410.938995
2016-03-05,400.570007,410.781006,411.256989,394.035004
2016-03-06,407.707001,400.524994,411.907013,395.778015
2016-03-07,414.321014,407.756989,415.916992,406.30899
2016-03-08,413.971985,414.464996,416.243011,411.093994
2016-03-09,414.859985,413.894012,416.032013,411.605988
2016-03-10,417.131012,414.743988,417.511993,413.251007
2016-03-11,421.690002,417.238007,423.925995,417.013
2016-03-12,411.623993,421.605011,421.795013,410.093994
2016-03-13,414.065002,411.64801,416.604004,411.641998
2016-03-14,416.437988,414.200989,416.68399,414.200989
2016-03-15,416.829987,416.388,418.131012,414.984985
2016-03-16,417.010986,416.888,417.686005,415.911987
2016-03-17,420.621002,417.889008,420.997009,417.889008
2016-03-18,409.548004,420.546997,420.546997,406.136993
2016-03-19,410.444,409.265015,410.984009,407.230011
2016-03-20,413.755005,410.401001,414.625,410.401001
2016-03-21,413.307007,413.417999,413.417999,410.381012
2016-03-22,418.088989,413.131989,418.375,412.531006
2016-03-23,418.040985,418.161011,419.268005,417.364014
2016-03-24,416.394012,418.424011,418.679993,415.485992
2016-03-25,417.177002,416.507996,418.079987,415.558014
2016-03-26,417.945007,417.36499,418.987,416.259003
2016-03-27,426.765015,418.140015,428.796997,417.710999
2016-03-28,424.230988,426.548004,426.856995,423.292999
2016-03-29,416.515991,424.303986,426.203003,412.681
2016-03-30,414.81601,416.834015,416.834015,412.496002
2016-03-31,416.729004,415.256989,418.368988,415.256989
2016-04-01,417.959991,416.76001,418.173004,415.830994
2016-04-02,420.872986,418.421997,422.080994,418.421997
2016-04-03,420.903992,421.173004,421.579987,419.696991
2016-04-04,421.444,421.299011,422.342987,419.601013
2016-04-05,424.029999,421.016998,424.256989,420.614014
2016-04-06,423.412994,424.283997,424.527008,422.729004
2016-04-07,422.744995,423.619995,423.657013,420.518005
2016-04-08,420.348999,422.907013,425.360992,419.63501
2016-04-09,419.411011,420.811005,420.890991,416.515015
2016-04-10,421.563995,419.59201,422.434998,419.256989
2016-04-11,422.483002,421.872009,422.739014,420.53299
2016-04-12,425.190002,422.842987,427.277008,422.842987
2016-04-13,423.734009,425.631989,426.65799,422.915985
2016-04-14,424.282013,423.934998,425.371002,423.013
2016-04-15,429.713013,424.427002,429.928009,424.427002
2016-04-16,430.571991,429.575012,432.625,428.984009
2016-04-17,427.398987,430.635986,431.371002,426.07901
2016-04-18,428.591003,427.610992,429.273987,427.085999
2016-04-19,435.509003,428.703003,436.019989,428.104004
2016-04-20,441.389008,435.324005,443.053986,434.406006
2016-04-21,449.424988,441.415985,450.548004,440.951996
2016-04-22,445.737,449.687988,449.809998,444.149994
2016-04-23,450.282013,445.860992,450.282013,444.330994
2016-04-24,458.554993,450.559998,460.145996,448.928009
2016-04-25,461.425995,459.121002,466.619995,453.59201
2016-04-26,466.088989,461.64801,467.964996,461.621002
2016-04-27,444.687012,466.261993,467.07901,444.134003
2016-04-28,449.010986,445.037994,449.550995,436.649994
2016-04-29,455.096985,449.40799,455.384003,446.016998
2016-04-30,448.317993,455.178009,455.587006,447.696991
2016-05-01,451.875,448.484009,452.479004,447.927002
2016-05-02,444.669006,451.933014,452.445007,441.776001
2016-05-03,450.303986,444.72699,451.096985,442.617004
2016-05-04,446.721985,450.183014,450.377991,445.630005
2016-05-05,447.976013,446.710999,448.506012,445.882996
2016-05-06,459.602997,447.941986,461.375,447.067993
2016-05-07,458.536011,459.639008,460.674988,457.324005
2016-05-08,458.548004,458.428986,459.416992,455.983002
2016-05-09,460.483002,458.205994,462.480988,456.531006
2016-05-10,450.894989,460.518005,461.928986,448.95401
2016-05-11,452.727997,450.864014,454.575989,450.864014
2016-05-12,454.765991,452.446991,454.949005,449.25
2016-05-13,455.670013,454.850006,457.054993,453.453003
2016-05-14,455.67099,455.822998,456.835999,454.786011
2016-05-15,457.567993,455.759003,458.691986,455.459015
2016-05-16,454.162994,457.585999,458.200012,452.945007
2016-05-17,453.78299,454.009003,455.071991,453.605011
2016-05-18,454.618988,453.69101,455.997986,453.299011
2016-05-19,438.714996,454.523987,454.632996,438.714996
2016-05-20,442.675995,437.792999,444.053986,437.389008
2016-05-21,443.187988,442.966003,443.778015,441.705994
2016-05-22,439.322998,443.217987,443.427002,439.035004
2016-05-23,444.154999,439.347992,444.345001,438.822998
2016-05-24,445.980988,444.290985,447.100006,443.929993
2016-05-25,449.598999,446.062012,450.298004,446.062012
2016-05-26,453.384003,449.671997,453.644012,447.895996
2016-05-27,473.463989,453.520996,478.148987,453.520996
2016-05-28,530.039978,473.028992,533.473022,472.699005
2016-05-29,526.232971,527.47699,553.960022,512.179016
2016-05-30,533.864014,528.471008,544.348999,522.963013
2016-05-31,531.385986,534.190979,546.617981,520.661987
2016-06-01,536.919983,531.106995,543.080017,525.635986
2016-06-02,537.971985,536.515015,540.35199,533.078003
2016-06-03,569.19397,537.682007,574.638,536.919983
2016-06-04,572.72699,569.705017,590.132019,564.237976
2016-06-05,574.97699,573.307983,582.807983,569.177979
2016-06-06,585.536987,574.60199,586.469971,574.60199
2016-06-07,576.596985,585.445007,590.258972,567.513977
2016-06-08,581.64502,577.166992,582.838989,573.130005
2016-06-09,574.630005,582.203003,582.203003,570.950989
2016-06-10,577.469971,575.836975,579.127014,573.325012
2016-06-11,606.72699,578.674011,607.116028,578.674011
2016-06-12,672.783997,609.684021,684.843994,607.039001
2016-06-13,704.375977,671.653992,716.004028,664.487
2016-06-14,685.559021,704.504028,704.504028,662.804016
2016-06-15,694.468994,685.684998,696.302979,672.560974
2016-06-16,766.307983,696.52301,773.721985,696.52301
2016-06-17,748.908997,768.487,775.356018,716.55603
2016-06-18,756.22699,748.755981,777.98999,733.929016
2016-06-19,763.781006,756.687988,766.620972,745.627991
2016-06-20,737.226013,763.927002,764.083984,732.72699
2016-06-21,666.651978,735.882996,735.882996,639.070007
2016-06-22,596.116028,665.914978,678.669983,587.482971
2016-06-23,623.97699,597.442993,629.327026,558.138977
2016-06-24,665.299011,625.575012,681.72699,625.271973
2016-06-25,665.122986,665.281006,691.731018,646.559021
2016-06-26,629.367004,665.93103,665.97998,616.934021
2016-06-27,655.275024,629.348999,655.275024,620.523987
2016-06-28,647.000977,658.10199,659.247986,637.77301
2016-06-29,639.890015,644.122009,644.682007,628.283997
2016-06-30,673.336975,640.591003,675.403015,636.607971
2016-07-01,676.296021,672.515015,686.153992,669.593994
2016-07-02,703.702026,676.734009,703.702026,676.398987
2016-07-03,658.664001,704.968018,704.968018,649.008972
2016-07-04,683.661987,658.804016,683.661987,650.507996
2016-07-05,670.627014,683.208984,683.491028,665.065979
2016-07-06,677.330994,670.41803,681.89801,670.41803
2016-07-07,640.562012,678.090027,682.432007,611.833984
2016-07-08,666.52301,640.687988,666.70697,636.46698
2016-07-09,650.960022,666.383972,666.383972,633.398987
2016-07-10,649.359985,650.598999,652.294006,641.263977
2016-07-11,647.658997,648.484009,659.629028,644.97998
2016-07-12,664.551025,648.28302,675.258972,646.778992
2016-07-13,654.468018,664.796997,668.700012,654.468018
2016-07-14,658.078003,652.922974,662.901978,652.922974
2016-07-15,663.255005,659.171021,667.077026,659.039978
2016-07-16,660.767029,663.781006,666.460022,659.333984
2016-07-17,679.458984,661.992981,682.36499,661.992981
2016-07-18,673.106018,679.809021,681.554993,668.625
2016-07-19,672.864014,672.737976,673.276978,667.632019
2016-07-20,665.684998,672.80603,672.929016,663.359985
2016-07-21,665.012024,665.228027,666.218994,660.414978
2016-07-22,650.619019,664.921997,666.583008,646.721985
2016-07-23,655.55603,650.726013,656.366028,648.523987
2016-07-24,661.284973,655.409973,663.109985,652.79303
2016-07-25,654.096985,661.263,661.828003,653.39502
2016-07-26,651.783997,654.226013,656.224976,645.879028
2016-07-27,654.35199,651.627014,657.455994,648.447021
2016-07-28,655.034973,654.492004,657.594971,654.492004
2016-07-29,656.992004,655.111023,657.796021,654.786011
2016-07-30,655.046997,657.012024,658.223022,654.208984
2016-07-31,624.68103,655.099976,655.284973,624.36499
2016-08-01,606.271973,624.60199,626.119019,605.883972
2016-08-02,547.465027,606.396973,612.848022,531.333984
2016-08-03,566.35498,548.656006,573.359985,541.546997
2016-08-04,578.289001,566.328979,579.495972,565.776978
2016-08-05,575.04303,578.281006,578.281006,569.981995
2016-08-06,587.778015,575.030029,588.395996,569.468994
2016-08-07,592.690002,587.770996,597.513,586.815979
2016-08-08,591.054016,592.736023,592.994019,588.046997
2016-08-09,587.801025,591.038025,591.091003,584.79303
2016-08-10,592.103027,587.64801,599.984009,586.370972
2016-08-11,589.119995,592.124023,597.541992,589.119995
2016-08-12,587.559021,588.797974,589.909973,583.810974
2016-08-13,585.588013,587.356995,589.773987,584.979004
2016-08-14,570.473022,585.588989,585.666016,564.781006
2016-08-15,567.23999,570.494019,573.580017,563.23999
2016-08-16,577.439026,567.242981,581.737976,566.716003
2016-08-17,573.216003,577.760986,580.893982,571.429993
2016-08-18,574.317993,573.70697,577.791992,573.429993
2016-08-19,575.630005,574.338989,578.237976,574.182007
2016-08-20,581.697021,576.083984,582.817993,575.45697
2016-08-21,581.307983,581.939026,584.15802,580.218018
2016-08-22,586.752991,581.310974,588.447998,580.593994
2016-08-23,583.414978,586.770996,589.473999,581.633972
2016-08-24,580.182007,583.411987,583.590027,579.85498
2016-08-25,577.760986,580.179993,580.450989,575.166992
2016-08-26,579.651001,577.752991,580.622986,576.857971
2016-08-27,569.947021,579.452026,579.844971,568.630005
2016-08-28,573.911987,569.830017,574.038025,569.73999
2016-08-29,574.106995,574.070984,576.278015,573.465027
2016-08-30,577.502991,574.114014,578.356995,574.114014
2016-08-31,575.471985,577.591003,577.861023,573.642029
2016-09-01,572.302979,575.546021,576.310974,571.814026
2016-09-02,575.536987,572.409973,575.643005,570.810974
2016-09-03,598.211975,575.554993,599.5,574.05603
2016-09-04,608.633972,598.590027,611.836975,596.848022
2016-09-05,606.590027,608.98999,609.054993,602.242004
2016-09-06,610.435974,606.505981,610.830017,605.091003
2016-09-07,614.544006,610.572998,614.544983,608.513
2016-09-08,626.315979,614.63501,628.77002,613.843994
2016-09-09,622.861023,626.35199,626.830017,620.263
2016-09-10,623.508972,622.927002,625.094971,622.39502
2016-09-11,606.718994,623.424011,628.817993,600.505981
2016-09-12,608.242981,607.005005,608.458984,605.411011
2016-09-13,609.241028,608.025024,611.192993,606.924988
2016-09-14,610.684021,608.841003,611.952026,608.409973
2016-09-15,607.155029,610.588013,611.085999,607.155029
2016-09-16,606.973022,607.245972,609.260986,606.734985
2016-09-17,605.984009,607.218018,607.859985,605.192017
2016-09-18,609.874023,606.28302,610.15802,605.856018
2016-09-19,609.22699,609.870972,610.932007,608.27002
2016-09-20,608.312012,609.254028,609.525024,607.937988
2016-09-21,597.148987,603.588013,603.588013,595.882996
2016-09-22,596.297974,597.278992,598.487,596.213013
2016-09-23,602.84198,596.198975,603.205017,595.786011
2016-09-24,602.625,602.960999,604.580017,602.044983
2016-09-25,600.825989,602.749023,603.380981,599.710999
2016-09-26,608.04303,600.807007,608.143005,600.348999
2016-09-27,606.166016,608.021973,608.247986,604.109985
2016-09-28,604.728027,606.242981,606.590027,604.606995
2016-09-29,605.692993,605.018982,606.823975,604.848022
2016-09-30,609.734985,605.715027,609.734985,604.142029
2016-10-01,613.982971,609.929016,615.237,609.929016
2016-10-02,610.892029,613.947998,614.005005,609.682007
2016-10-03,612.132996,610.968018,612.567993,610.455017
2016-10-04,610.203979,612.052002,612.054016,609.479004
2016-10-05,612.510986,610.218018,613.814026,609.617004
2016-10-06,613.020996,612.469971,613.81897,611.468994
2016-10-07,617.120972,612.607971,617.911987,611.820984
2016-10-08,619.107971,617.341003,619.848999,617.341003
2016-10-09,616.752014,619.171997,619.197998,616.606995
2016-10-10,618.994019,616.822021,621.317993,616.197021
2016-10-11,641.072021,619.237976,642.080017,618.5
2016-10-12,636.192017,640.870972,641.336975,635.965027
2016-10-13,636.786011,636.030029,638.833008,635.028992
2016-10-14,640.377991,637.007996,641.284973,637.007996
2016-10-15,638.645996,640.310974,642.10199,637.390015
2016-10-16,641.630981,639.083008,642.89801,638.901001
2016-10-17,639.192993,641.817993,642.328003,638.663025
2016-10-18,637.960022,639.411011,640.736023,635.995972
2016-10-19,630.52002,638.133972,638.874023,628.013
2016-10-20,630.856995,630.663025,631.916992,628.257996
2016-10-21,632.828003,630.825012,634.093994,630.69397
2016-10-22,657.294006,633.135986,658.197021,632.849976
2016-10-23,657.070984,657.620972,661.129028,653.885986
2016-10-24,653.760986,657.161011,657.252014,652.594971
2016-10-25,657.588013,654.002014,664.424011,653.697998
2016-10-26,678.304016,657.677979,679.728027,657.677979
2016-10-27,688.312988,678.213989,688.593994,678.039978
2016-10-28,689.651001,688.0,690.44397,684.161987
2016-10-29,714.479004,690.289001,720.401978,690.052002
2016-10-30,701.864014,714.117981,714.117981,696.474976
2016-10-31,700.971985,702.640015,709.289001,691.682007
2016-11-01,729.79303,701.336975,736.452026,701.336975
2016-11-02,740.828979,730.065979,740.828979,722.348999
2016-11-03,688.700012,742.346008,745.77301,678.156006
2016-11-04,703.234985,689.124023,706.929993,685.562988
2016-11-05,703.41803,703.525024,707.51001,697.739014
2016-11-06,711.521973,703.812012,714.257996,699.559998
2016-11-07,703.130981,710.736023,710.736023,699.903015
2016-11-08,709.848022,703.088989,712.987,702.390015
2016-11-09,723.27301,709.825012,740.046021,708.609985
2016-11-10,715.533997,722.843994,723.018005,711.210022
2016-11-11,716.411011,715.554993,718.317993,714.409973
2016-11-12,705.054016,716.752014,717.14801,704.034973
2016-11-13,702.031006,705.195984,705.257019,687.315002
2016-11-14,705.020996,701.997009,706.283997,699.807983
2016-11-15,711.619019,705.794006,715.718018,705.26001
2016-11-16,744.197998,711.166992,747.61499,709.039001
2016-11-17,740.97699,744.875977,755.64502,739.510986
2016-11-18,751.585022,740.705017,752.882019,736.890015
2016-11-19,751.616028,751.833008,756.237,744.46698
2016-11-20,731.026001,751.879028,755.47998,717.94397
2016-11-21,739.247986,731.265015,741.721985,730.51001
2016-11-22,751.346985,739.643005,753.869995,736.526978
2016-11-23,744.593994,751.741028,752.25,738.924011
2016-11-24,740.289001,744.619995,746.83197,733.48999
2016-11-25,741.648987,740.442017,741.648987,734.591003
2016-11-26,735.382019,741.510986,742.213989,729.625
2016-11-27,732.034973,735.437012,739.018005,731.085022
2016-11-28,735.812988,732.484009,738.005981,732.484009
2016-11-29,735.604004,736.328979,737.471008,734.559021
2016-11-30,745.690979,736.283997,747.929016,736.265015
2016-12-01,756.773987,746.046021,758.275024,746.046021
2016-12-02,777.94397,757.544983,781.296021,757.544983
2016-12-03,771.155029,778.247986,778.247986,764.856018
2016-12-04,773.872009,771.638,773.872009,768.161011
2016-12-05,758.700012,773.393982,773.468018,751.713013
2016-12-06,764.223999,758.719971,765.622009,758.719971
2016-12-07,768.132019,764.210999,771.54303,759.75
2016-12-08,770.809998,768.075989,774.697998,765.945984
2016-12-09,772.794006,769.94397,774.528015,769.648987
2016-12-10,774.650024,773.02301,777.09198,772.909973
2016-12-11,769.731018,774.752014,774.797974,765.411987
2016-12-12,780.086975,770.039978,781.921997,770.039978
2016-12-13,780.55603,780.646973,788.460022,777.961975
2016-12-14,781.481018,780.005005,782.033997,776.838989
2016-12-15,778.088013,780.070007,781.434998,777.802002
2016-12-16,784.906982,778.963013,785.031982,778.963013
2016-12-17,790.828979,785.166016,792.508972,784.864014
2016-12-18,790.530029,791.007996,794.737,788.026001
2016-12-19,792.713989,790.692017,793.611023,790.320007
2016-12-20,800.875977,792.247009,801.336975,791.497009
2016-12-21,834.281006,800.643982,834.281006,799.405029
2016-12-22,864.539978,834.179993,875.781982,834.148987
2016-12-23,921.984009,864.888,925.117004,864.677002
2016-12-24,898.822021,922.179993,923.479004,886.335022
2016-12-25,896.182983,899.651978,899.651978,862.424011
2016-12-26,907.609985,896.905029,913.184021,896.89801
2016-12-27,933.197998,908.354004,940.047974,904.255005
2016-12-28,975.921021,934.830994,975.921021,934.830994
2016-12-29,973.497009,975.125,979.396973,954.502991
2016-12-30,961.237976,972.534973,972.534973,934.833008
2016-12-31,963.742981,960.627014,963.742981,947.236023
2017-01-01,998.325012,963.65802,1003.080017,958.698975
2017-01-02,1021.75,998.617004,1031.390015,996.702026
2017-01-03,1043.839966,1021.599976,1044.079956,1021.599976
2017-01-04,1154.72998,1044.400024,1159.420044,1044.400024
2017-01-05,1013.380005,1156.72998,1191.099976,910.416992
2017-01-06,902.200989,1014.23999,1046.810059,883.94397
2017-01-07,908.585022,903.487,908.585022,823.55603
2017-01-08,911.198975,908.174988,942.723999,887.249023
2017-01-09,902.828003,913.244019,913.685974,879.807007
2017-01-10,907.679016,902.440002,914.872986,901.059998
2017-01-11,777.757019,908.11499,919.447998,762.765015
2017-01-12,804.833984,775.177979,826.245972,755.755981
2017-01-13,823.984009,803.737,829.000977,780.002991
2017-01-14,818.411987,825.142029,835.085022,812.455994
2017-01-15,821.797974,818.142029,823.307007,812.870972
2017-01-16,831.533997,821.78302,834.530029,820.270996
2017-01-17,907.937988,830.945984,910.560974,830.796021
2017-01-18,886.617981,909.372986,917.499023,858.304016
2017-01-19,899.072998,888.335022,904.614014,884.338013
2017-01-20,895.026001,898.171997,899.39801,887.007996
2017-01-21,921.789001,895.549011,927.367004,895.534973
2017-01-22,924.672974,922.205017,937.525024,897.564026
2017-01-23,921.012024,925.499023,928.265991,916.737976
2017-01-24,892.687012,910.677002,924.14502,892.286011
2017-01-25,901.541992,891.924011,903.252014,891.687012
2017-01-26,917.585999,902.39502,919.325989,902.223999
2017-01-27,919.75,918.359009,923.223022,915.846008
2017-01-28,921.590027,919.810974,923.911011,919.810974
2017-01-29,919.495972,922.067017,923.41803,919.14801
2017-01-30,920.382019,920.151001,923.047974,919.473999
2017-01-31,970.403015,920.958984,972.018982,920.958984
2017-02-01,989.02301,970.940979,989.114014,970.742004
2017-02-02,1011.799988,990.000977,1013.52002,983.221008
2017-02-03,1029.910034,1011.460022,1033.869995,1008.789978
2017-02-04,1042.900024,1031.329956,1045.900024,1015.159973
2017-02-05,1027.339966,1043.52002,1043.630005,1022.369995
2017-02-06,1038.150024,1028.400024,1044.640015,1028.160034
2017-02-07,1061.349976,1040.140015,1061.930054,1040.140015
2017-02-08,1063.069946,1062.319946,1078.969971,1037.48999
2017-02-09,994.382996,1064.699951,1088.98999,953.343994
2017-02-10,988.674011,995.632019,998.905029,946.690979
2017-02-11,1004.450012,988.89801,1009.289978,982.830017
2017-02-12,999.18103,1003.52002,1004.76001,996.921021
2017-02-13,990.642029,998.88501,1002.099976,976.002014
2017-02-14,1004.549988,991.734985,1011.51001,986.471008
2017-02-15,1007.47998,1006.210022,1008.840027,1001.580017
2017-02-16,1027.439941,1007.650024,1033.369995,1007.650024
2017-02-17,1046.209961,1026.119995,1053.170044,1025.640015
2017-02-18,1054.420044,1049.209961,1061.099976,1046.959961
2017-02-19,1047.869995,1054.76001,1056.810059,1043.459961
2017-02-20,1079.97998,1048.689941,1080.48999,1041.689941
2017-02-21,1115.300049,1079.280029,1117.25,1076.930054
2017-02-22,1117.439941,1114.800049,1125.390015,1100.550049
2017-02-23,1166.719971,1117.27002,1176.619995,1116.959961
2017-02-24,1173.680054,1172.709961,1200.390015,1131.959961
2017-02-25,1143.839966,1170.410034,1174.849976,1124.589966
2017-02-26,1165.199951,1144.27002,1167.469971,1130.199951
2017-02-27,1179.969971,1163.780029,1181.97998,1163.380005
2017-02-28,1179.969971,1180.719971,1193.25,1171.819946
2017-03-01,1222.5,1180.040039,1222.5,1179.689941
2017-03-02,1251.01001,1224.680054,1262.130005,1215.619995
2017-03-03,1274.98999,1250.709961,1280.310059,1250.709961
2017-03-04,1255.150024,1277.430054,1279.400024,1230.51001
2017-03-05,1267.119995,1254.290039,1267.290039,1238.060059
2017-03-06,1272.829956,1267.469971,1276.0,1264.599976
2017-03-07,1223.540039,1273.209961,1275.550049,1204.800049
2017-03-08,1150.0,1223.22998,1232.160034,1148.079956
2017-03-09,1188.48999,1150.349976,1197.459961,1141.22998
2017-03-10,1116.719971,1189.359985,1270.469971,1077.25
2017-03-11,1175.829956,1116.319946,1193.829956,1116.319946
2017-03-12,1221.380005,1176.619995,1226.97998,1175.359985
2017-03-13,1231.920044,1221.780029,1237.369995,1217.030029
2017-03-14,1240.0,1232.160034,1244.810059,1220.719971
2017-03-15,1249.609985,1240.160034,1251.609985,1239.75
2017-03-16,1187.810059,1251.329956,1257.97998,1152.439941
2017-03-17,1100.22998,1180.160034,1180.160034,1099.569946
2017-03-18,973.817993,1099.689941,1114.069946,957.655029
2017-03-19,1036.73999,976.72998,1069.910034,976.72998
2017-03-20,1054.22998,1037.23999,1063.030029,1036.680054
2017-03-21,1120.540039,1055.359985,1122.430054,1055.359985
2017-03-22,1049.140015,1120.650024,1120.650024,1014.210022
2017-03-23,1038.589966,1050.050049,1058.01001,1028.930054
2017-03-24,937.52002,1038.449951,1040.469971,934.357971
2017-03-25,972.778992,936.539978,975.760986,903.713013
2017-03-26,966.724976,974.015015,1007.960022,954.185974
2017-03-27,1045.77002,972.054993,1046.400024,971.984009
2017-03-28,1047.150024,1044.579956,1064.650024,1027.72998
2017-03-29,1039.969971,1046.079956,1055.130005,1015.880005
2017-03-30,1026.430054,1042.209961,1049.290039,1020.039978
2017-03-31,1071.790039,1026.640015,1074.920044,1026.640015
2017-04-01,1080.5,1071.709961,1091.719971,1061.089966
2017-04-02,1102.170044,1080.609985,1107.589966,1075.449951
2017-04-03,1143.810059,1102.949951,1151.73999,1102.949951
2017-04-04,1133.25,1145.52002,1156.439941,1120.52002
2017-04-05,1124.780029,1134.140015,1135.089966,1113.630005
2017-04-06,1182.680054,1125.810059,1188.369995,1125.810059
2017-04-07,1176.900024,1178.939941,1186.579956,1163.390015
2017-04-08,1175.949951,1172.650024,1184.97998,1162.579956
2017-04-09,1187.869995,1176.569946,1197.209961,1171.859985
2017-04-10,1187.130005,1187.300049,1190.339966,1179.040039
2017-04-11,1205.01001,1187.459961,1208.069946,1187.459961
2017-04-12,1200.369995,1204.810059,1207.140015,1196.76001
2017-04-13,1169.280029,1201.02002,1205.890015,1156.439941
2017-04-14,1167.540039,1170.329956,1190.800049,1159.790039
2017-04-15,1172.52002,1167.300049,1188.0,1164.959961
2017-04-16,1182.939941,1172.609985,1187.219971,1172.609985
2017-04-17,1193.910034,1183.25,1194.900024,1172.650024
2017-04-18,1211.670044,1193.77002,1217.569946,1193.77002
2017-04-19,1210.290039,1212.130005,1215.51001,1205.079956
2017-04-20,1229.079956,1211.079956,1240.790039,1208.410034
2017-04-21,1222.050049,1229.420044,1235.939941,1215.560059
2017-04-22,1231.709961,1222.709961,1235.560059,1208.469971
2017-04-23,1207.209961,1231.920044,1232.199951,1203.939941
2017-04-24,1250.150024,1209.630005,1250.939941,1209.630005
2017-04-25,1265.48999,1250.449951,1267.579956,1249.969971
2017-04-26,1281.079956,1265.98999,1294.829956,1265.930054
2017-04-27,1317.72998,1281.880005,1319.699951,1281.300049
2017-04-28,1316.47998,1317.73999,1331.280029,1292.369995
2017-04-29,1321.790039,1317.839966,1327.199951,1315.209961
2017-04-30,1347.890015,1321.869995,1347.910034,1314.920044
2017-05-01,1421.599976,1348.300049,1434.319946,1348.300049
2017-05-02,1452.819946,1421.030029,1473.900024,1415.689941
2017-05-03,1490.089966,1453.780029,1492.77002,1447.48999
2017-05-04,1537.670044,1490.719971,1608.910034,1490.719971
2017-05-05,1555.449951,1540.869995,1618.030029,1530.310059
2017-05-06,1578.800049,1556.810059,1578.800049,1542.5
2017-05-07,1596.709961,1579.469971,1596.719971,1559.76001
2017-05-08,1723.349976,1596.920044,1723.349976,1596.920044
2017-05-09,1755.359985,1723.890015,1833.48999,1716.300049
2017-05-10,1787.130005,1756.52002,1788.439941,1719.099976
2017-05-11,1848.569946,1780.369995,1873.930054,1755.349976
2017-05-12,1724.23999,1845.76001,1856.150024,1694.01001
2017-05-13,1804.910034,1723.119995,1812.98999,1651.079956
2017-05-14,1808.910034,1800.859985,1831.420044,1776.619995
2017-05-15,1738.430054,1808.439941,1812.800049,1708.540039
2017-05-16,1734.449951,1741.699951,1785.939941,1686.540039
2017-05-17,1839.089966,1726.72998,1864.050049,1661.910034
2017-05-18,1888.650024,1818.699951,1904.47998,1807.119995
2017-05-19,1987.709961,1897.369995,2004.52002,1890.25
2017-05-20,2084.72998,1984.23999,2084.72998,1974.920044
2017-05-21,2041.199951,2067.030029,2119.080078,2037.5
2017-05-22,2173.399902,2043.189941,2303.899902,2017.869995
2017-05-23,2320.419922,2191.560059,2320.820068,2178.5
2017-05-24,2443.639893,2321.370117,2523.719971,2321.370117
2017-05-25,2304.97998,2446.23999,2763.709961,2285.300049
2017-05-26,2202.419922,2320.889893,2573.790039,2071.98999
2017-05-27,2038.869995,2196.27002,2260.199951,1855.829956
2017-05-28,2155.800049,2054.080078,2267.340088,2054.080078
2017-05-29,2255.610107,2159.429932,2307.050049,2107.169922
2017-05-30,2175.469971,2255.360107,2301.959961,2124.570068
2017-05-31,2286.409912,2187.189941,2311.080078,2145.570068
2017-06-01,2407.879883,2288.330078,2448.389893,2288.330078
2017-06-02,2488.550049,2404.030029,2488.550049,2373.320068
2017-06-03,2515.350098,2493.719971,2581.909912,2423.570068
2017-06-04,2511.810059,2547.790039,2585.889893,2452.540039
2017-06-05,2686.810059,2512.399902,2686.810059,2510.219971
2017-06-06,2863.199951,2690.840088,2999.909912,2690.840088
2017-06-07,2732.159912,2869.379883,2869.379883,2700.560059
2017-06-08,2805.620117,2720.48999,2815.300049,2670.949951
2017-06-09,2823.810059,2807.439941,2901.709961,2795.620117
2017-06-10,2947.709961,2828.139893,2950.98999,2746.550049
2017-06-11,2958.110107,2942.409912,2996.600098,2840.530029
2017-06-12,2659.629883,2953.219971,2997.26001,2518.560059
2017-06-13,2717.02002,2680.909912,2789.040039,2650.379883
2017-06-14,2506.370117,2716.879883,2786.830078,2412.939941
2017-06-15,2464.580078,2499.580078,2534.709961,2212.959961
2017-06-16,2518.560059,2469.570068,2539.919922,2385.149902
2017-06-17,2655.879883,2514.01001,2685.189941,2484.959961
2017-06-18,2548.290039,2655.350098,2662.100098,2516.330078
2017-06-19,2589.600098,2549.030029,2662.850098,2549.030029
2017-06-20,2721.790039,2591.26001,2763.449951,2589.820068
2017-06-21,2689.100098,2709.429932,2772.01001,2660.399902
2017-06-22,2705.409912,2691.030029,2723.73999,2642.360107
2017-06-23,2744.909912,2707.340088,2765.169922,2706.370117
2017-06-24,2608.719971,2738.52002,2757.939941,2583.189941
2017-06-25,2589.409912,2607.25,2682.26001,2552.120117
2017-06-26,2478.449951,2590.570068,2615.25,2376.290039
2017-06-27,2552.449951,2478.449951,2552.449951,2332.98999
2017-06-28,2574.790039,2553.030029,2603.97998,2484.419922
2017-06-29,2539.320068,2567.560059,2588.830078,2510.47998
2017-06-30,2480.840088,2539.23999,2559.25,2478.429932
